ID,ZIP Code,Age (in years),Experience (in years),Income (in K/month),Family members,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1123,90041,32,7,38,1,1,1,0,0,0,0,1,0
1124,92521,46,20,91,4,2.6,3,0,0,0,0,0,0
1125,94022,38,12,29,4,0.2,1,0,0,0,0,0,1
1126,95003,37,13,172,2,6.5,1,0,0,0,0,0,0
1127,95192,32,8,104,2,3.7,1,0,1,0,0,0,1
1128,91101,35,9,58,1,2.5,1,0,0,0,0,1,1
1129,94025,30,5,171,2,1.9,2,0,1,0,0,0,0
1130,94305,30,4,73,3,3.3,1,0,1,0,1,1,1
1131,94402,58,32,191,1,2.9,1,0,0,0,0,0,0
1132,91709,57,27,90,2,4.5,3,0,0,0,0,1,0
1133,94920,34,9,55,3,2.3,1,0,0,1,1,1,1
1134,94126,31,4,28,1,2,2,0,0,0,0,0,0
1135,95616,39,14,42,1,2.5,3,0,0,0,0,1,0
1136,93106,57,33,9,1,0.1,2,91,0,1,0,1,0
1137,94086,47,21,65,1,1.5,2,0,0,1,0,1,0
1138,90230,51,26,134,4,4.5,3,0,1,1,1,1,0
1139,93101,30,6,83,4,3.4,1,0,0,1,0,1,0
1140,95616,55,28,38,3,1,2,0,0,0,0,1,0
1141,94611,32,6,13,4,0.3,1,0,0,0,0,1,1
1142,91365,32,7,143,3,2.9,3,0,1,0,0,1,0
1143,91335,44,20,75,4,1.9,1,0,0,0,0,0,0
1144,94022,33,7,120,1,3.2,3,0,1,0,0,1,0
1145,95822,49,24,91,1,2.8,2,0,0,0,0,0,0
1146,92101,32,6,99,2,1.5,3,0,0,0,0,0,1
1147,90034,31,7,71,1,0.1,1,78,0,1,0,0,0
1148,91367,37,13,111,1,0.8,2,0,0,0,0,0,0
1149,90034,41,15,108,1,5.2,1,0,0,0,0,0,0
1150,91763,56,32,158,1,7.4,1,0,0,0,0,0,0
1151,95521,55,31,81,3,2.67,1,0,0,0,0,1,0
1152,94720,49,23,12,2,0.1,3,0,0,1,1,1,0
1153,95831,63,37,21,2,0.4,1,0,0,0,0,1,0
1154,92821,55,30,55,4,0.9,1,215,0,0,0,1,1
1155,93555,59,35,42,1,1.8,3,0,0,0,0,1,0
1156,92653,41,16,81,2,0.4,1,0,0,0,0,0,1
1157,94305,49,25,13,4,0.2,1,87,0,0,0,0,0
1158,94998,48,23,132,1,0.6,1,157,0,0,0,0,0
1159,92660,41,16,99,1,1,3,0,0,0,0,1,0
1160,92028,50,26,23,4,0.2,1,0,0,0,0,0,1
1161,95134,28,1,40,1,2,2,0,0,1,0,1,0
1162,94309,36,11,181,3,1.4,1,0,1,0,0,0,0
1163,94501,38,14,112,2,2.2,1,394,0,0,0,0,0
1164,94720,34,9,138,2,7.8,1,227,0,0,0,1,0
1165,90071,41,17,94,3,3.8,2,327,1,1,1,1,0
1166,91203,43,19,113,1,1.7,1,0,0,0,0,0,0
1167,91711,30,5,112,4,5,2,0,1,0,0,0,1
1168,92354,37,12,190,2,3,1,475,0,0,0,1,0
1169,91706,62,37,38,1,1.1,3,0,0,0,0,1,0
1170,92110,40,16,32,1,1.4,3,158,0,0,0,1,0
1171,91320,35,10,104,3,0.6,2,0,0,0,0,0,1
1172,95014,64,40,43,1,1.9,2,0,0,0,0,1,0
1173,92104,49,24,45,3,1.7,2,0,0,1,0,1,0
1174,94305,24,-1,35,2,1.7,2,0,0,0,0,0,0
1175,93106,36,10,42,4,1.2,2,0,0,0,0,1,1
1176,91006,29,4,58,1,0.8,2,0,0,0,0,1,1
1177,90049,29,3,103,4,3.4,1,0,1,0,0,1,0
1178,90405,28,3,71,1,3.3,2,149,1,1,1,1,0
1179,94025,33,7,14,1,0.4,2,98,0,0,0,1,0
1180,90291,36,11,98,3,1.2,3,0,0,1,0,0,1
1181,90504,42,17,90,1,0.1,2,0,0,0,0,0,1
1182,90095,25,0,65,4,0.2,1,0,0,1,0,0,0
1183,94720,28,2,19,4,0.4,1,0,0,0,0,1,1
1184,94105,50,25,35,3,1.7,2,0,0,0,0,1,1
1185,90041,34,9,71,4,1.3,1,0,0,0,0,1,0
1186,94025,43,19,31,3,0.5,1,0,0,0,0,0,0
1187,94928,62,38,43,4,1.2,2,0,0,0,0,1,0
1188,94309,61,36,24,1,1.5,2,87,0,1,0,0,0
1189,94305,45,19,58,2,0.4,3,0,0,1,0,0,1
1190,92717,42,17,115,2,0.4,1,0,0,0,0,1,0
1191,93117,39,15,168,2,8,1,152,0,1,0,0,0
1192,94111,29,5,128,1,1.5,1,0,0,0,0,1,1
1193,92870,45,20,138,1,7,1,0,0,0,0,0,1
1194,92121,58,32,81,3,1.7,2,0,0,0,0,1,1
1195,94305,29,3,41,4,1.3,3,0,0,0,0,1,0
1196,92407,32,7,123,2,2.9,2,0,1,0,0,1,0
1197,94609,37,13,71,2,2.7,1,94,0,0,0,1,0
1198,92866,48,23,8,1,0.4,3,0,0,0,0,0,1
1199,94801,40,14,42,2,0.7,1,101,0,0,0,1,0
1200,92064,29,4,62,2,2.5,1,184,0,0,0,1,0
1201,92507,36,12,22,4,1,1,91,0,1,0,1,0
1202,95060,35,8,38,4,1,2,0,0,0,0,1,0
1203,95521,35,11,24,4,0.4,2,0,0,0,0,0,0
1204,91311,62,37,50,3,2.4,1,0,0,0,0,1,0
1205,91604,26,1,190,4,1.3,2,197,1,0,0,1,0
1206,91361,32,7,94,2,3.1,1,0,0,0,0,1,0
1207,95035,63,37,165,4,5.1,3,0,1,0,0,0,0
1208,94301,38,12,43,4,1.2,2,0,0,0,0,0,1
1209,91711,50,26,48,1,1.6,2,0,0,0,0,0,1
1210,91304,46,21,52,3,2.7,2,228,0,0,0,0,1
1211,93943,50,24,84,4,4.9,1,0,0,0,0,1,0
1212,92407,61,36,131,1,0.9,1,0,0,0,0,1,0
1213,91101,34,8,44,4,0.2,1,0,0,0,0,0,0
1214,93943,27,2,78,4,0.2,1,87,0,0,0,0,0
1215,92521,61,36,15,4,0.4,2,0,0,0,0,0,0
1216,94550,45,20,38,4,1.9,3,144,0,0,0,1,1
1217,91107,50,25,84,1,1.3,3,0,0,1,0,1,0
1218,94305,44,20,122,1,0.3,1,0,0,0,0,1,0
1219,92122,62,36,98,2,2.8,1,0,0,0,0,0,0
1220,92407,45,18,80,3,2.67,2,0,0,0,0,0,0
1221,94143,41,17,165,2,8,1,0,0,0,0,1,0
1222,94132,30,5,121,2,3.3,1,0,0,0,0,0,1
1223,90011,61,37,20,3,0.4,2,94,0,0,0,0,0
1224,96150,45,19,11,1,0.2,1,91,0,0,0,0,0
1225,94920,59,35,45,1,1.8,3,0,0,0,0,1,0
1226,94534,30,6,118,2,2.8,2,0,1,0,0,0,0
1227,90089,60,36,14,2,0.3,1,109,0,0,0,1,1
1228,92122,39,13,30,3,0.2,2,0,0,0,0,0,0
1229,92870,56,30,45,1,0.2,1,98,0,0,0,0,0
1230,94596,56,32,80,3,2.67,1,0,0,0,0,1,0
1231,94920,27,1,25,4,0.3,2,0,0,0,0,1,1
1232,94306,66,41,144,1,2.5,1,0,0,1,1,1,1
1233,92646,43,19,84,4,0.2,3,297,0,0,0,1,0
1234,93943,53,29,22,2,0.4,1,0,0,0,0,1,0
1235,90405,44,18,33,3,1.5,1,0,0,0,0,1,1
1236,94110,54,28,60,4,2.6,3,0,0,0,0,0,0
1237,95762,31,6,81,4,2.2,2,116,0,0,0,1,0
1238,92093,38,13,169,1,6.8,3,0,1,0,1,1,1
1239,91116,28,2,63,2,1.6,3,0,0,0,0,1,0
1240,90245,51,26,12,2,0.7,3,109,0,0,0,1,1
1241,91320,52,27,15,4,0.8,1,101,0,0,0,0,0
1242,92120,64,38,39,1,0.5,3,0,0,1,1,1,1
1243,91380,29,4,44,4,2,2,0,0,0,0,1,0
1244,92697,34,10,110,1,4,1,0,0,0,0,1,0
1245,94720,33,8,130,3,6.3,2,99,1,0,0,0,1
1246,94025,46,21,41,1,1.4,3,128,0,0,0,1,0
1247,91775,48,22,59,1,1.4,3,241,0,0,0,1,0
1248,94606,52,28,39,2,0.8,1,0,0,0,0,1,0
1249,94305,44,19,35,4,0,2,0,0,0,0,1,0
1250,90032,51,27,80,1,2.6,2,0,0,0,0,1,1
1251,94301,47,20,81,1,2.67,2,0,0,0,0,1,0
1252,95120,39,13,31,2,0.8,3,0,0,0,0,0,0
1253,92182,42,17,93,4,1.9,3,0,0,0,0,0,0
1254,92346,57,33,45,4,1.5,1,204,0,0,0,1,0
1255,91101,36,12,40,2,0.6,3,0,0,0,0,1,1
1256,95354,27,1,80,2,1.6,3,185,0,0,0,1,1
1257,92115,31,7,20,1,0.4,3,0,0,0,0,1,0
1258,93014,63,37,41,1,0.5,3,0,0,0,0,0,1
1259,91203,34,8,31,1,0.3,1,104,0,0,0,1,1
1260,95616,52,27,35,4,0.2,2,0,0,0,0,1,0
1261,91107,57,31,40,3,1.4,3,137,0,0,0,1,1
1262,94901,63,39,84,1,1.8,3,0,0,0,0,0,0
1263,94720,26,1,53,2,1.6,3,0,0,0,0,1,0
1264,92870,35,5,85,4,4,3,0,0,0,0,1,0
1265,94546,58,33,138,2,3.9,1,0,0,0,0,1,0
1266,95014,32,2,71,2,1.75,3,108,0,0,0,0,0
1267,92121,64,39,113,1,0.8,3,0,0,0,0,0,1
1268,94720,50,23,23,2,1,2,0,0,1,0,0,0
1269,92677,34,9,62,3,2.3,1,0,0,0,0,0,0
1270,92673,36,11,14,4,0.2,3,100,0,0,0,1,1
1271,91311,43,18,60,2,2.2,3,0,0,0,0,0,1
1272,92115,28,4,94,3,0.8,1,236,0,0,0,1,0
1273,95616,64,39,83,3,1.8,2,0,0,0,0,1,0
1274,95741,60,35,130,3,6.3,3,437,1,0,1,1,1
1275,93117,62,37,61,4,1.7,1,0,0,0,0,0,0
1276,95616,27,2,92,2,3.1,1,178,0,0,0,1,0
1277,95351,42,16,20,2,0.8,3,117,0,0,0,1,1
1278,92110,45,20,194,2,8.8,1,428,0,0,0,0,0
1279,94305,36,10,74,1,2.5,1,0,0,0,0,0,1
1280,90024,48,22,84,2,0.4,3,145,0,0,0,0,0
1281,95064,65,40,98,3,1.8,2,333,0,0,0,0,0
1282,92093,39,15,52,3,2.33,1,0,0,0,0,1,0
1283,93955,51,26,55,1,1.3,2,236,0,0,0,0,1
1284,94305,30,6,64,4,3.4,1,117,0,0,0,0,0
1285,90740,65,40,128,1,2.5,1,162,0,0,0,1,0
1286,94720,38,13,113,4,1.7,2,0,1,0,0,0,1
1287,94010,29,3,50,3,1.1,2,0,0,0,0,0,1
1288,94010,42,18,54,4,2.2,2,0,0,0,0,0,0
1289,91326,63,38,129,1,0.9,1,366,0,0,0,1,0
1290,94523,46,21,82,4,0.4,1,0,0,0,0,0,0
1291,90277,62,38,100,4,1.7,2,0,0,0,0,1,0
1292,94111,58,34,44,4,2.2,1,0,0,1,0,0,0
1293,94610,56,30,164,4,0.5,2,234,1,0,1,1,1
1294,92373,56,31,81,2,3.7,1,121,0,0,0,1,1
1295,95003,34,10,71,1,0.1,1,257,0,0,0,1,1
1296,92866,42,17,28,1,0.5,3,90,0,0,0,0,0
1297,92399,30,6,80,3,1.5,1,219,0,0,0,1,0
1298,95814,61,35,90,4,1.9,2,0,0,0,0,1,0
1299,90274,38,14,74,1,3.6,2,0,0,0,0,1,1
1300,95762,50,25,14,2,0.7,3,0,0,1,0,1,0
1301,91754,61,36,23,2,0.5,2,103,0,0,0,1,0
1302,92121,41,17,153,1,1.7,1,337,0,0,0,0,1
1303,94087,42,16,38,3,0.9,3,0,0,0,0,0,0
1304,94720,29,5,112,2,2,2,382,0,1,0,0,0
1305,90025,51,26,145,1,8.1,1,397,0,0,0,0,1
1306,94025,32,6,28,2,0.3,2,88,0,0,0,1,0
1307,94115,34,9,31,4,1.1,3,0,0,0,0,1,1
1308,94546,26,2,195,1,6.33,1,0,0,0,0,1,1
1309,92037,54,24,50,3,2,3,0,0,0,0,1,1
1310,95136,38,14,71,4,2,3,0,0,0,0,0,0
1311,95616,62,36,21,3,0.3,3,0,0,0,0,0,0
1312,90044,37,11,35,2,0.8,3,125,0,0,0,0,0
1313,92691,46,21,42,1,2.4,1,0,0,0,0,1,1
1314,92008,52,27,78,4,3.6,3,141,0,0,0,1,0
1315,94305,32,6,73,4,2.2,2,0,0,0,0,0,0
1316,95134,49,25,53,2,1,3,181,0,0,0,0,0
1317,94086,28,3,51,2,1.6,3,123,0,0,0,0,0
1318,95521,55,30,40,2,2.3,3,0,0,0,0,1,0
1319,94234,52,26,178,1,1,1,0,0,0,0,0,0
1320,94005,32,6,35,2,0.3,1,0,0,0,0,0,1
1321,90250,31,7,192,1,0,2,0,1,0,0,1,0
1322,95138,27,3,123,1,5.4,1,0,0,0,0,0,0
1323,94022,32,5,48,2,1.67,2,0,0,1,1,1,1
1324,91604,52,26,45,3,0.6,2,0,0,0,0,0,0
1325,95064,52,28,15,1,0.2,1,0,0,0,0,1,0
1326,94304,50,24,79,1,0.3,1,120,0,0,0,1,0
1327,90024,32,5,63,4,2,2,0,0,1,0,1,0
1328,94720,61,35,30,2,0.2,3,0,0,0,0,1,0
1329,95616,60,36,145,4,6.9,1,380,1,0,0,0,1
1330,90095,28,4,32,3,1,2,0,0,0,0,0,0
1331,92346,34,9,64,2,0.1,1,224,0,0,0,1,1
1332,92692,31,7,84,1,0.1,1,0,0,0,0,1,0
1333,94309,31,5,21,1,0.4,2,0,0,0,0,1,0
1334,95014,62,38,99,4,1.7,2,0,0,0,0,1,0
1335,94304,47,22,35,2,1.3,1,0,0,0,0,1,0
1336,94539,50,24,180,1,1.7,1,0,0,0,0,1,1
1337,93555,36,12,42,1,1.33,1,0,0,0,0,1,0
1338,92028,26,0,179,4,2.1,2,0,1,0,0,0,0
1339,90245,51,27,42,4,0.1,3,0,0,0,0,0,0
1340,94545,52,25,180,2,9,2,297,1,0,0,1,0
1341,94131,35,11,82,4,3.4,1,0,0,0,0,0,0
1342,91355,42,16,55,2,0.7,1,149,0,0,0,0,0
1343,90041,36,12,79,2,2.2,1,0,0,0,0,1,0
1344,92831,41,17,48,2,0.6,3,215,0,0,0,0,1
1345,93117,49,25,93,1,2.7,1,0,0,1,0,1,0
1346,92126,57,32,23,2,0.2,3,0,0,0,0,0,0
1347,95670,44,20,50,3,2.33,1,200,0,0,0,0,0
1348,91367,60,34,85,2,2,1,0,0,0,0,1,0
1349,95051,38,14,35,1,1.5,2,97,0,0,0,1,0
1350,93943,26,2,171,3,6,2,0,1,0,0,1,0
1351,90266,29,2,29,4,1.5,2,0,0,0,0,0,1
1352,94588,59,35,84,1,1.8,3,0,0,0,0,1,1
1353,90401,51,27,20,4,0.5,2,0,0,0,0,1,0
1354,94124,50,25,14,1,0.4,3,0,0,0,0,1,1
1355,91942,35,10,179,1,8.6,1,357,0,0,0,0,0
1356,91910,61,37,48,1,0.8,1,158,0,0,0,1,0
1357,90066,42,16,74,1,2.8,1,0,0,0,0,1,0
1358,95134,55,29,53,1,1.4,1,0,0,0,0,0,0
1359,92007,50,25,83,1,2.8,2,0,0,0,0,1,1
1360,90034,64,40,171,2,2.1,1,433,0,0,0,0,0
1361,92028,54,28,85,4,4.9,1,0,0,0,0,1,0
1362,95039,50,26,38,4,0.9,2,0,0,0,0,1,0
1363,92130,31,5,85,3,1.6,1,157,0,0,0,1,1
1364,92115,32,8,79,1,0.1,1,0,0,0,0,0,0
1365,92129,44,19,69,4,0.4,1,0,0,0,0,0,0
1366,94720,60,35,43,3,0.9,3,0,0,0,0,1,1
1367,91107,60,34,33,2,0.3,1,101,0,0,0,1,0
1368,95747,62,38,42,3,0.1,3,149,0,0,0,0,1
1369,94025,46,21,40,4,1.9,3,122,0,0,0,1,0
1370,91902,57,33,43,1,1.8,3,0,0,0,0,0,0
1371,94545,30,5,20,4,0.5,3,117,0,0,0,0,0
1372,95621,58,32,65,3,2.5,1,222,0,0,0,1,0
1373,95616,39,13,139,3,3.4,1,483,1,0,0,1,0
1374,92612,60,35,135,3,0.3,3,0,1,0,0,1,0
1375,94043,59,34,84,3,1.6,3,0,0,0,0,1,0
1376,92612,50,26,179,1,2.9,3,0,1,0,0,0,1
1377,92870,63,39,45,4,1.3,2,86,0,0,0,0,0
1378,93023,27,3,109,2,2.5,1,0,0,0,0,1,0
1379,93305,54,29,34,4,0.1,3,0,0,0,0,1,0
1380,95051,62,37,162,1,1.3,1,0,0,0,0,1,0
1381,92103,60,34,105,2,1.4,1,0,0,0,0,1,0
1382,91380,38,12,22,3,0.2,2,0,0,0,0,1,0
1383,91775,34,8,82,2,1.8,1,178,0,0,0,1,1
1384,95616,65,41,105,4,1.7,2,230,0,1,0,1,0
1385,91711,55,31,62,1,1.8,3,0,0,0,0,1,0
1386,95032,57,31,82,2,2,1,83,0,0,0,0,1
1387,95616,27,3,72,4,0,1,0,0,0,0,1,0
1388,95762,35,10,38,4,1.7,1,0,0,0,0,1,1
1389,90212,52,28,25,4,1,1,0,0,0,0,0,0
1390,94107,45,15,20,1,0.75,3,0,0,0,0,1,0
1391,94305,29,3,80,4,1.8,2,0,0,0,0,1,1
1392,91330,44,18,84,3,1.1,1,0,0,0,0,0,0
1393,90095,47,23,33,1,1,1,0,0,0,0,1,1
1394,95039,62,37,55,3,0.9,3,0,0,0,0,1,0
1395,90095,52,27,33,2,0.7,2,0,0,0,0,0,1
1396,92831,47,23,190,4,0.3,3,305,1,0,0,0,0
1397,91107,42,18,43,1,0.3,3,158,0,0,0,0,0
1398,95521,65,41,45,3,0.1,3,0,0,0,0,1,0
1399,93407,42,18,141,1,3.5,1,0,0,0,0,0,0
1400,92009,40,16,69,4,2.4,1,0,0,0,0,1,0
1401,90401,32,8,78,4,0.1,2,0,0,0,0,1,0
1402,94521,40,15,84,1,3.7,3,0,0,0,0,1,0
1403,95064,55,29,172,1,5.2,2,0,1,0,0,0,0
1404,93109,32,6,51,4,0.2,1,154,0,1,0,0,1
1405,92121,58,28,75,1,1.4,3,0,0,0,0,1,0
1406,91605,46,22,183,1,3.1,2,0,1,0,1,1,1
1407,92123,53,23,20,4,0.4,3,0,0,0,0,1,1
1408,94306,63,39,101,2,3.9,3,294,1,0,0,1,0
1409,90089,40,14,129,1,5.9,3,0,1,0,0,1,0
1410,90745,41,17,63,2,3.2,1,0,0,0,0,0,0
1411,92126,60,35,44,4,2.1,1,0,0,0,0,0,0
1412,91302,65,39,184,1,5.4,3,176,1,0,1,1,1
1413,95064,59,33,100,2,2,1,127,0,0,0,0,0
1414,90058,48,24,12,3,0.4,1,0,0,0,0,0,0
1415,94105,59,33,68,2,2.3,3,128,0,1,0,1,0
1416,94019,33,8,48,1,1,1,212,0,0,0,1,0
1417,93101,40,15,82,2,0.4,1,0,0,0,0,0,0
1418,94061,42,18,52,2,2.5,1,0,0,0,0,0,0
1419,92008,65,41,154,2,4.6,2,0,1,1,1,1,1
1420,91105,30,4,39,1,1.5,1,0,0,0,0,0,1
1421,91605,30,4,40,1,0.3,1,0,0,0,1,1,1
1422,94720,42,17,54,4,1.9,3,164,0,0,0,0,0
1423,94143,32,8,32,2,1,2,103,0,0,1,1,1
1424,90250,55,30,64,2,2.3,3,0,0,0,0,0,0
1425,94539,29,3,92,2,1.3,1,287,0,0,0,1,0
1426,91330,64,38,40,1,2.5,3,94,0,0,0,1,1
1427,96651,37,11,60,3,0.5,3,0,0,0,0,1,0
1428,95828,31,5,85,2,1.3,1,119,0,0,0,1,1
1429,94583,25,-1,21,4,0.4,1,90,0,0,0,1,0
1430,95064,31,5,35,1,0.6,3,171,0,0,0,0,0
1431,92660,32,7,52,2,0.1,1,0,0,0,0,1,0
1432,90058,58,34,128,1,7.4,1,0,0,0,0,0,0
1433,90245,26,2,195,1,6.33,1,0,0,0,0,0,0
1434,92647,51,25,68,2,1.5,2,117,0,0,0,0,1
1435,93106,65,41,55,2,1.1,1,0,0,0,0,0,0
1436,90266,43,17,55,1,0.2,1,0,0,0,0,1,0
1437,95054,46,21,80,4,0.4,1,0,0,0,0,1,1
1438,92007,28,3,123,1,0.8,1,146,0,0,0,0,0
1439,94105,63,37,90,4,1.9,2,106,0,1,0,1,0
1440,94025,59,29,61,1,1.4,3,0,0,0,0,0,0
1441,94610,42,15,41,3,2.5,2,0,0,0,0,1,0
1442,94720,58,33,43,2,1.6,3,0,0,0,0,1,0
1443,95822,39,13,71,3,0.1,1,162,0,1,0,1,0
1444,95051,36,12,25,4,1,1,0,0,0,0,1,0
1445,90740,60,33,154,1,3,2,0,1,1,1,1,0
1446,90095,47,21,141,1,2.4,1,0,0,0,0,0,0
1447,92661,29,4,22,2,0.9,3,110,0,0,0,0,0
1448,94131,52,28,145,2,6.8,1,0,0,0,0,1,0
1449,92122,41,16,49,3,0.5,3,0,0,0,0,1,0
1450,90740,63,37,109,1,2,1,0,0,0,0,1,0
1451,90086,59,34,80,3,0.5,1,0,0,0,0,1,1
1452,94555,44,20,82,4,1.4,2,201,0,0,0,1,1
1453,94102,54,28,52,4,2.5,1,0,0,0,0,1,0
1454,90232,29,5,85,3,2.5,1,0,0,0,0,1,1
1455,90024,51,25,148,1,1,1,0,0,0,0,0,0
1456,91330,63,39,160,2,2.1,1,0,0,0,0,0,1
1457,90095,36,11,39,4,1.7,1,0,0,0,0,1,0
1458,94304,42,16,25,2,0.8,3,0,0,0,0,0,1
1459,93033,51,25,33,1,1.4,3,0,0,0,0,1,1
1460,92115,47,20,38,3,2.5,2,0,0,0,0,0,0
1461,92677,40,16,85,,0.2,3,0,0,0,0,1,1
1462,93022,54,28,48,,0.2,1,0,0,0,0,1,0
1463,95207,47,21,15,4,0.6,3,77,0,0,0,1,0
1464,91343,35,10,94,1,0,1,174,0,0,0,1,0
1465,92333,28,4,120,2,0.6,1,0,0,0,0,1,0
1466,91911,45,19,60,1,0.7,3,159,0,0,0,1,0
1467,94303,33,9,145,2,4.33,1,277,0,0,0,0,1
1468,91107,62,36,29,2,0.7,3,0,0,0,0,0,0
1469,92129,45,18,78,3,2.67,2,0,0,0,0,1,0
1470,90005,59,35,59,4,1.2,2,0,0,0,0,1,0
1471,91116,58,28,80,2,4.5,3,0,0,0,0,0,1
1472,94305,52,26,180,1,1,1,0,0,0,0,1,1
1473,94710,34,8,8,3,0.1,2,83,0,0,0,1,0
1474,91711,65,35,23,1,1.5,3,0,0,0,0,1,0
1475,92124,48,23,79,2,3.8,3,0,0,0,0,1,0
1476,92064,44,19,78,2,3.8,3,268,0,0,0,0,0
1477,92028,61,37,64,1,0,2,0,0,0,0,0,1
1478,91320,40,14,64,4,0.2,3,0,0,0,0,1,1
1479,94803,65,39,160,4,3.8,1,237,1,0,0,1,0
1480,91304,28,4,43,1,1,3,102,0,0,0,0,0
1481,93943,67,42,32,1,1.1,3,0,0,0,0,0,1
1482,91125,35,9,179,2,0,1,76,0,1,0,1,0
1483,94143,60,35,8,1,0.1,1,0,0,0,0,1,0
1484,92717,58,32,63,1,1.6,1,0,0,1,0,1,0
1485,94126,55,30,40,2,2.3,3,0,0,1,0,1,0
1486,90245,34,9,99,4,2.2,2,155,0,0,0,1,0
1487,93022,35,9,141,2,4.5,2,0,1,0,0,0,0
1488,93907,28,4,159,1,1.5,1,0,0,0,0,1,1
1489,95825,38,12,39,2,0.3,1,174,0,0,0,1,0
1490,91604,62,38,99,4,1.7,2,0,0,0,0,0,0
1491,95020,30,4,18,4,0.3,2,0,0,0,0,1,1
1492,94553,38,12,38,2,0.3,1,0,0,0,0,1,1
1493,90024,33,8,133,1,0,1,0,0,0,0,1,0
1494,91380,58,34,84,2,2.8,1,0,0,0,0,1,1
1495,90089,59,35,60,1,0,2,0,0,0,0,1,1
1496,92647,52,28,178,3,5.4,3,147,1,0,0,1,0
1497,91330,36,12,18,1,0.5,3,0,0,0,0,0,1
1498,95020,45,21,73,1,0.8,3,0,0,0,0,1,0
1499,94022,49,23,125,1,7.3,1,0,0,0,0,0,0
1500,92173,52,26,91,1,4.3,2,0,1,0,1,1,1
1501,95014,54,28,74,2,1.1,1,0,0,0,0,1,0
1502,92130,30,4,35,2,0.3,2,0,0,1,0,0,1
1503,90036,65,39,113,1,2,1,0,0,0,0,1,1
1504,94720,34,8,52,4,2.2,2,0,0,0,0,0,0
1505,92028,30,6,191,2,4.4,2,0,1,0,0,1,0
1506,92109,51,25,18,1,0.3,3,93,0,0,0,0,1
1507,95138,52,27,25,2,0,1,0,0,0,0,1,1
1508,91006,43,18,50,4,1.9,3,0,0,0,0,0,0
1509,93940,35,10,75,4,0.7,3,0,0,0,0,1,1
1510,92647,56,26,92,2,4.5,3,0,0,1,0,0,1
1511,95747,57,32,33,2,2,2,0,0,0,0,1,0
1512,90266,58,32,65,3,2.2,3,0,0,0,0,0,0
1513,91604,53,28,44,3,1.7,1,0,0,0,0,0,0
1514,95211,45,21,183,2,1.4,1,354,0,0,0,0,0
1515,96150,44,20,175,2,1.4,1,0,0,0,0,1,1
1516,94305,54,28,28,4,1.5,3,0,0,0,0,1,1
1517,92130,41,17,49,4,2.2,2,0,0,0,0,0,0
1518,92697,52,26,45,4,1.8,1,0,0,0,0,1,0
1519,95053,43,17,64,4,3,3,221,1,0,0,1,0
1520,92115,63,38,22,3,0.1,3,90,0,0,0,1,0
1521,95039,54,30,120,1,7.4,1,119,0,0,0,1,1
1522,92354,33,8,175,2,6.7,1,102,0,0,0,1,0
1523,94720,25,-1,101,4,2.3,3,256,0,0,0,0,1
1524,92037,41,16,104,1,1,3,0,0,0,0,1,0
1525,94002,40,16,155,4,0.1,3,0,1,0,1,1,1
1526,95747,43,18,58,1,2.4,1,0,0,0,0,0,0
1527,94608,36,10,80,4,2.2,2,0,0,0,0,1,0
1528,94117,57,33,45,1,1.8,3,195,0,0,0,0,0
1529,94550,34,9,134,1,4.6,1,164,0,1,0,1,0
1530,91709,38,14,58,4,2,3,153,0,1,0,0,0
1531,94066,47,21,20,1,0.2,1,0,0,0,0,1,1
1532,90304,39,13,25,4,1.5,3,0,0,0,0,1,0
1533,94588,45,20,55,1,0.3,1,0,0,0,0,1,1
1534,93943,62,37,155,1,1.3,1,0,0,0,0,0,0
1535,92084,59,34,30,1,1.3,1,0,0,0,0,1,1
1536,92096,61,37,39,4,0.4,1,0,0,0,0,1,1
1537,95617,36,12,73,4,2,3,188,0,0,0,1,0
1538,94608,58,34,41,4,1.3,1,0,0,0,0,1,0
1539,95820,55,30,34,4,0.1,3,157,0,0,0,1,0
1540,90601,29,5,21,3,0.9,3,119,0,0,0,0,0
1541,91320,34,8,11,4,0.3,1,0,0,1,1,1,1
1542,92704,61,35,154,2,6.9,1,0,0,0,0,0,0
1543,92612,50,20,19,4,0.4,3,0,0,0,0,0,0
1544,93407,52,26,101,2,2.4,2,0,0,0,0,1,0
1545,92123,39,15,24,1,1,1,116,0,0,0,1,1
1546,92675,55,29,131,2,2.7,1,0,0,1,0,0,0
1547,95136,33,9,105,1,4,1,0,0,0,0,1,0
1548,94720,47,21,52,1,1.2,2,194,0,0,0,0,0
1549,92037,57,32,21,4,0.9,2,113,0,1,0,0,0
1550,94305,57,31,45,3,1.4,1,198,0,0,0,1,0
1551,93117,40,14,39,1,2,1,0,0,0,0,1,0
1552,94115,50,25,192,2,2.8,1,238,0,0,0,0,1
1553,94301,29,5,195,1,4.3,1,0,0,0,0,0,0
1554,95616,46,22,83,3,0.7,1,0,0,0,0,0,0
1555,91302,42,15,34,3,1,2,0,0,1,0,1,0
1556,93009,59,33,49,4,1.7,2,104,0,0,0,1,0
1557,94143,31,1,60,4,4,3,244,0,0,0,0,0
1558,94939,51,25,41,4,1.8,1,0,0,0,0,0,0
1559,91320,35,10,72,3,2.3,1,285,0,0,0,0,0
1560,92677,59,35,102,4,3,2,115,1,0,0,1,0
